VIL Call Data Records

MSISDN:- 9825479358
Report Type:- 
From Date:- 2023-06-01
From Time:- 00:00:00
Till Date:- 2023-06-22
Till Time:- 15:00:00
AuditId:- 295645072566804892
Report Date:- 2023-06-22 21:15:44

SR.NO.,IMSI,IMEI,MSISDN,MAC ID,Source IP,Source Port,Destination IP,Destination Port,Translated IP,Translated Port,First Cell ID-Name/Location,Session Start date & time,Session End date & time,Duration in sec,Data Volume Uplink,Data Volume Downlink,PGW IP address,Charging ID,Access Point Name,PDP Address IPv4,PDP Address IPv6,CGI-ld,RAT,PDP-type
1,404051935364854,8680180480286005,9825479358,,10.154.190.3,44682,142.251.42.110,443,49.14.116.4,36153,40405598188029301,01/06/2023 18:27:54,01/06/2023 18:29:10,76,1275,8503,112.110.108.192,31979859,www,10.154.190.3,,40405598188029301,4G,IPv4
2,404051935364854,8680180480286005,9825479358,,10.141.7.95,45846,142.250.192.42,443,49.14.164.144,15345,404055981880293021,01/06/2023 19:52:16,01/06/2023 19:52:16,0,7834,5184,112.110.108.192,31982335,www,10.141.7.95,,404055981880293021,4G,IPv4
3,404051935364854,8680180480286005,9825479358,,10.141.7.95,41650,152.67.80.165,443,49.14.164.144,15347,404055981880293021,01/06/2023 18:53:38,01/06/2023 18:58:38,300,2647,14417,112.110.108.192,31982335,www,10.141.7.95,,404055981880293021,4G,IPv4
4,404051935364854,8680180480286005,9825479358,,10.154.190.3,49064,142.250.192.46,443,49.14.116.4,56384,40405598188029301,01/06/2023 18:26:24,01/06/2023 18:30:25,241,4102,14282,112.110.108.192,31979859,www,10.154.190.3,,40405598188029301,4G,IPv4
5,404051935364854,8680180480286005,9825479358,,10.141.7.95,45572,142.250.199.142,443,49.14.164.144,15348,404055981880293021,01/06/2023 18:40:11,01/06/2023 18:40:12,1,3882,6444,112.110.108.192,31982335,www,10.141.7.95,,404055981880293021,4G,IPv4
6,404051935364854,8680180480286005,9825479358,,10.141.7.95,45657,172.217.166.78,443,49.14.164.144,15350,404055981880293021,01/06/2023 19:30:38,01/06/2023 19:30:39,1,4235,6865,112.110.108.192,31982335,www,10.141.7.95,,404055981880293021,4G,IPv4
7,404051935364854,8680180480286005,9825479358,,10.141.7.95,41628,152.67.80.165,443,49.14.164.144,15346,404055981880293021,01/06/2023 18:43:38,01/06/2023 18:48:38,300,2193,14913,112.110.108.192,31982335,www,10.141.7.95,,404055981880293021,4G,IPv4
8,404051935364854,8680180480286005,9825479358,,10.154.190.3,38788,129.227.254.14,443,49.14.116.4,53864,40405598188029301,01/06/2023 18:25:57,01/06/2023 18:26:03,6,1545,4423,112.110.108.192,31979859,www,10.154.190.3,,40405598188029301,4G,IPv4
9,404051935364854,8680180480286005,9825479358,,10.141.7.95,37973,142.250.183.74,443,49.14.164.144,15345,404055981880293021,01/06/2023 18:56:51,01/06/2023 18:56:51,0,7955,4604,112.110.108.192,31982335,www,10.141.7.95,,404055981880293021,4G,IPv4
10,404051935364854,8680180480286005,9825479358,,10.154.190.3,40371,142.250.192.46,443,49.14.116.4,18765,40405598188029301,01/06/2023 18:26:24,01/06/2023 18:26:28,4,6390,0,112.110.108.192,31979859,www,10.154.190.3,,40405598188029301,4G,IPv4
11,404051935364854,8680180480286005,9825479358,,10.154.190.3,39420,34.149.108.182,443,49.14.116.4,56387,40405598188029301,01/06/2023 18:26:01,01/06/2023 18:31:10,309,18974,205441,112.110.108.192,31979859,www,10.154.190.3,,40405598188029301,4G,IPv4
12,404051935364854,8680180480286005,9825479358,,10.141.7.95,43910,157.240.16.16,443,49.14.164.144,65389,404055981880293021,01/06/2023 19:42:13,01/06/2023 19:43:18,65,860,928,112.110.108.192,31982335,www,10.141.7.95,,404055981880293021,4G,IPv4
13,404051935364854,8680180480286005,9825479358,,10.141.7.95,44844,23.63.111.203,443,49.14.164.144,60110,404055981880293021,01/06/2023 19:46:28,01/06/2023 19:46:28,0,1478,2186,112.110.108.192,31982335,www,10.141.7.95,,404055981880293021,4G,IPv4
14,404051935364854,8680180480286005,9825479358,,10.154.190.3,39574,52.66.92.146,443,49.14.116.4,50680,40405598188029301,01/06/2023 18:26:16,01/06/2023 18:26:19,3,1561,10393,112.110.108.192,31979859,www,10.154.190.3,,40405598188029301,4G,IPv4
15,404051935364854,8680180480286005,9825479358,,10.154.190.3,43448,142.250.192.138,443,49.14.116.4,56386,40405598188029301,01/06/2023 18:25:59,01/06/2023 18:26:04,5,7248,7646,112.110.108.192,31979859,www,10.154.190.3,,40405598188029301,4G,IPv4
16,404051935364854,8680180480286005,9825479358,,10.141.7.95,43026,142.250.183.202,443,49.14.164.144,15344,404055981880293021,01/06/2023 18:41:51,01/06/2023 18:41:51,0,8170,16475,112.110.108.192,31982335,www,10.141.7.95,,404055981880293021,4G,IPv4
17,404051935364854,8680180480286005,9825479358,,10.154.190.3,39135,142.250.199.142,443,49.14.116.4,42446,40405598188029301,01/06/2023 18:25:57,01/06/2023 18:25:58,1,12063,12259,112.110.108.192,31979859,www,10.154.190.3,,40405598188029301,4G,IPv4
18,404051935364854,8680180480286005,9825479358,,10.141.7.95,47634,42.106.160.15,443,49.14.164.144,15348,40405598188078231,01/06/2023 19:57:37,01/06/2023 19:57:37,0,1278,1278,112.110.108.192,31982335,www,10.141.7.95,,40405598188078231,4G,IPv4
19,404051935364854,8680180480286005,9825479358,,10.141.7.95,37484,142.250.67.174,443,49.14.164.144,60107,404055981880293021,01/06/2023 19:10:29,01/06/2023 19:10:29,0,3880,6396,112.110.108.192,31982335,www,10.141.7.95,,404055981880293021,4G,IPv4
20,404051935364854,8680180480286005,9825479358,,10.154.190.3,44684,142.251.42.110,443,49.14.116.4,50685,40405598188029301,01/06/2023 18:27:54,01/06/2023 18:31:58,244,3059,15030,112.110.108.192,31979859,www,10.154.190.3,,40405598188029301,4G,IPv4
21,404051935364854,8680180480286005,9825479358,,10.141.7.95,40920,161.117.73.164,80,49.14.164.144,9602,404055981880293021,01/06/2023 18:36:37,01/06/2023 18:41:39,302,2402,470,112.110.108.192,31982335,www,10.141.7.95,,404055981880293021,4G,IPv4
22,404051935364854,8680180480286005,9825479358,,10.141.7.95,41644,152.67.80.165,443,49.14.164.144,15345,404055981880293021,01/06/2023 18:48:38,01/06/2023 18:53:38,300,1910,7651,112.110.108.192,31982335,www,10.141.7.95,,404055981880293021,4G,IPv4
23,404051935364854,8680180480286005,9825479358,,10.141.7.95,39609,142.250.182.214,443,49.14.164.144,15346,404055981880293021,01/06/2023 19:52:16,01/06/2023 19:52:16,0,3517,4301,112.110.108.192,31982335,www,10.141.7.95,,404055981880293021,4G,IPv4
24,404051935364854,8680180480286005,9825479358,,10.154.190.3,47258,13.33.146.80,443,49.14.116.4,2973,40405598188029301,01/06/2023 18:26:02,01/06/2023 18:31:09,307,50005,2033902,112.110.108.192,31979859,www,10.154.190.3,,40405598188029301,4G,IPv4
25,404051935364854,8680180480286005,9825479358,,10.141.7.95,45472,142.250.192.35,443,49.14.164.144,15348,404055981880293021,01/06/2023 19:01:31,01/06/2023 19:01:31,0,52,0,112.110.108.192,31982335,www,10.141.7.95,,404055981880293021,4G,IPv4
26,404051935364854,8680180480286005,9825479358,,10.141.7.95,41698,152.67.80.165,443,49.14.164.144,15346,404055981880293021,01/06/2023 19:08:38,01/06/2023 19:13:38,300,1910,7471,112.110.108.192,31982335,www,10.141.7.95,,404055981880293021,4G,IPv4
27,404051935364854,8680180480286005,9825479358,,10.154.190.3,42546,142.251.12.138,443,49.14.116.4,42446,4040516a2a4a3,01/06/2023 18:34:48,01/06/2023 18:34:48,0,9388,2968,112.110.108.192,31979859,www,10.154.190.3,,4040516a2a4a3,2G,IPv4
28,404051935364854,8680180480286005,9825479358,,10.141.7.95,49650,129.227.254.68,8888,49.14.164.144,15346,404055981880293021,01/06/2023 19:38:32,01/06/2023 19:38:32,0,513,273,112.110.108.192,31982335,www,10.141.7.95,,404055981880293021,4G,IPv4
29,404051935364854,8680180480286005,9825479358,,10.141.7.95,40608,23.63.111.112,443,49.14.164.144,39616,404055981880293021,01/06/2023 18:56:28,01/06/2023 18:56:29,1,1476,2252,112.110.108.192,31982335,www,10.141.7.95,,404055981880293021,4G,IPv4
30,404051935364854,8680180480286005,9825479358,,10.141.7.95,43988,157.240.16.16,443,49.14.164.144,60106,40405598188029301,01/06/2023 20:00:33,01/06/2023 20:00:34,1,2105,6524,112.110.108.192,31982335,www,10.141.7.95,,40405598188029301,4G,IPv4
31,404051935364854,8680180480286005,9825479358,,10.141.7.95,49726,142.250.183.132,443,49.14.164.144,15350,404055981880293021,01/06/2023 19:52:15,01/06/2023 19:52:15,0,7276,5218,112.110.108.192,31982335,www,10.141.7.95,,404055981880293021,4G,IPv4
32,404051935364854,8680180480286005,9825479358,,10.141.7.95,41654,223.196.152.78,443,49.14.164.144,15349,404055981880293021,01/06/2023 18:36:24,01/06/2023 19:19:22,2578,38713,25761,112.110.108.192,31982335,www,10.141.7.95,,404055981880293021,4G,IPv4
33,404051935364854,8680180480286005,9825479358,,10.141.7.95,42988,129.227.254.14,443,49.14.164.144,15348,404055981880293021,01/06/2023 19:35:27,01/06/2023 19:40:27,300,4881,4432,112.110.108.192,31982335,www,10.141.7.95,,404055981880293021,4G,IPv4
34,404051935364854,8680180480286005,9825479358,,10.141.7.95,49608,129.227.254.68,8888,49.14.164.144,15347,404055981880293021,01/06/2023 19:28:06,01/06/2023 19:28:06,0,513,273,112.110.108.192,31982335,www,10.141.7.95,,404055981880293021,4G,IPv4
35,404051935364854,8680180480286005,9825479358,,10.141.7.95,45674,172.217.167.170,443,49.14.164.144,15351,404055981880293021,01/06/2023 19:36:53,01/06/2023 19:36:53,0,7917,5245,112.110.108.192,31982335,www,10.141.7.95,,404055981880293021,4G,IPv4
36,404051935364854,8680180480286005,9825479358,,10.141.7.95,41732,142.250.199.142,443,49.14.164.144,15351,404055981880293021,01/06/2023 19:23:05,01/06/2023 19:23:05,0,4297,6834,112.110.108.192,31982335,www,10.141.7.95,,404055981880293021,4G,IPv4
37,404051935364854,8680180480286005,9825479358,,10.141.7.95,39256,142.250.183.132,443,49.14.164.144,15351,404055981880293021,01/06/2023 19:30:31,01/06/2023 19:34:32,241,4160,10623,112.110.108.192,31982335,www,10.141.7.95,,404055981880293021,4G,IPv4
38,404051935364854,8680180480286005,9825479358,,10.141.7.95,49374,142.251.42.74,443,49.14.164.144,15346,404055981880293021,01/06/2023 19:01:29,01/06/2023 19:06:30,301,3050,8048,112.110.108.192,31982335,www,10.141.7.95,,404055981880293021,4G,IPv4
39,404051935364854,8680180480286005,9825479358,,10.141.7.95,39082,13.232.0.79,80,49.14.164.144,41820,404055981880293021,01/06/2023 19:31:46,01/06/2023 19:31:46,0,582,374,112.110.108.192,31982335,www,10.141.7.95,,404055981880293021,4G,IPv4
40,404051935364854,8680180480286005,9825479358,,10.141.7.95,48127,142.250.66.10,443,49.14.164.144,15349,404055981880293021,01/06/2023 19:40:01,01/06/2023 19:40:01,0,8345,7037,112.110.108.192,31982335,www,10.141.7.95,,404055981880293021,4G,IPv4
41,404051935364854,8680180480286005,9825479358,,10.141.7.95,49518,129.227.254.68,8888,49.14.164.144,15350,404055981880293021,01/06/2023 18:56:27,01/06/2023 19:20:35,1448,1051,1130,112.110.108.192,31982335,www,10.141.7.95,,404055981880293021,4G,IPv4
42,404051935364854,8680180480286005,9825479358,,10.141.7.95,45709,142.250.199.142,443,49.14.164.144,15345,404055981880293021,01/06/2023 19:26:52,01/06/2023 19:26:52,0,4181,6785,112.110.108.192,31982335,www,10.141.7.95,,404055981880293021,4G,IPv4
43,404051935364854,8680180480286005,9825479358,,10.141.7.95,41166,161.117.73.164,80,49.14.164.144,15350,40405598188078231,01/06/2023 19:51:37,01/06/2023 19:56:39,302,2385,470,112.110.108.192,31982335,www,10.141.7.95,,40405598188078231,4G,IPv4
44,404051935364854,8680180480286005,9825479358,,10.154.190.3,42238,13.234.64.44,80,49.14.116.4,50883,40405598188029301,01/06/2023 18:26:14,01/06/2023 18:26:14,0,582,374,112.110.108.192,31979859,www,10.154.190.3,,40405598188029301,4G,IPv4
45,404051935364854,8680180480286005,9825479358,,10.141.7.95,42797,142.250.183.74,443,49.14.164.144,15344,404055981880293021,01/06/2023 18:37:19,01/06/2023 18:37:19,0,14809,5107,112.110.108.192,31982335,www,10.141.7.95,,404055981880293021,4G,IPv4
46,404051935364854,8680180480286005,9825479358,,10.154.190.3,42844,142.250.183.99,443,49.14.116.4,36157,40405598188029301,01/06/2023 18:26:04,01/06/2023 18:31:05,301,1521,5386,112.110.108.192,31979859,www,10.154.190.3,,40405598188029301,4G,IPv4
47,404051935364854,8680180480286005,9825479358,,10.141.7.95,44520,172.217.27.202,443,49.14.164.144,15349,404055981880293021,01/06/2023 19:20:57,01/06/2023 19:20:59,2,9321,5201,112.110.108.192,31982335,www,10.141.7.95,,404055981880293021,4G,IPv4
48,404051935364854,8680180480286005,9825479358,,10.141.7.95,41722,152.67.80.165,443,49.14.164.144,15344,404055981880293021,01/06/2023 19:18:38,01/06/2023 19:23:38,300,1910,7511,112.110.108.192,31982335,www,10.141.7.95,,404055981880293021,4G,IPv4
49,404051935364854,8680180480286005,9825479358,,10.141.7.95,42747,142.250.192.42,443,49.14.164.144,60107,404055981880293021,01/06/2023 19:19:56,01/06/2023 19:19:56,0,8407,7131,112.110.108.192,31982335,www,10.141.7.95,,404055981880293021,4G,IPv4
50,404051935364854,8680180480286005,9825479358,,10.141.7.95,43792,142.250.67.174,443,49.14.164.144,15350,404055981880293021,01/06/2023 19:36:56,01/06/2023 19:36:56,0,4007,6813,112.110.108.192,31982335,www,10.141.7.95,,404055981880293021,4G,IPv4
51,404051935364854,8680180480286005,9825479358,,10.141.7.95,46851,223.196.152.14,443,49.14.164.144,15348,404055981880293021,01/06/2023 18:41:20,01/06/2023 19:03:01,1301,1329431,80620186,112.110.108.192,31982335,www,10.141.7.95,,404055981880293021,4G,IPv4
52,404051935364854,8680180480286005,9825479358,,10.154.190.3,48182,161.117.111.114,443,49.14.116.4,56388,40405598188029301,01/06/2023 18:26:01,01/06/2023 18:29:03,182,2284,8577,112.110.108.192,31979859,www,10.154.190.3,,40405598188029301,4G,IPv4
53,404051935364854,8680180480286005,9825479358,,10.154.190.3,37972,161.117.73.164,80,49.14.116.4,50885,40405598188029301,01/06/2023 18:28:37,01/06/2023 18:31:40,183,5153,550,112.110.108.192,31979859,www,10.154.190.3,,40405598188029301,4G,IPv4
54,404051935364854,8680180480286005,9825479358,,10.154.190.3,46253,142.250.182.234,443,49.14.116.4,42441,40405598188029301,01/06/2023 18:33:34,01/06/2023 18:33:35,1,7973,4526,112.110.108.192,31979859,www,10.154.190.3,,40405598188029301,4G,IPv4
55,404051935364854,8680180480286005,9825479358,,10.154.190.3,39574,34.149.159.73,443,49.14.116.4,50680,40405598188029301,01/06/2023 18:26:04,01/06/2023 18:31:08,304,19943,12446,112.110.108.192,31979859,www,10.154.190.3,,40405598188029301,4G,IPv4
56,404051935364854,8680180480286005,9825479358,,10.154.190.3,37788,142.251.42.42,443,49.14.116.4,18760,40405598188029301,01/06/2023 18:25:58,01/06/2023 18:30:00,242,3627,6954,112.110.108.192,31979859,www,10.154.190.3,,40405598188029301,4G,IPv4
